citizenid,name,birthdate,nationality,address,votingstatus,passportnumber,taxid,maritalstatus,criminalrecord,educationlevel,income,immigrationyear
CIT_5283,Jeffrey Pace,1999-12-05,United States,"0492 Jasmin Groves, South Angelshire, MN 63623",Not Registered,UNKNOWN,TAX-283-09,Divorced,Yes,Doctorate,33083.76,
CIT_5284,Kathy Torres,1984-12-19,United States,"63600 Rebecca Mills Suite 563, North Anne, PW 85204",Not Registered,802853535,TAX-284-54,Married,None,High School,110653.25,
CIT_5285,Kenneth Schaefer,1960-12-30,United States,"295 Joshua Well Suite 012, West Joshuaburgh, CT 77763",Registered,H06641047,TAX-285-31,Divorced,Yes,Doctorate,116213.76,
CIT_5286,Tina Little,1955-04-04,United States,"95924 Laura Shore, Gallegosport, MD 54082",Not Registered,J64383638,TAX-286-25,Single,None,High School,120487.39,
CIT_5287,Lisa Gill,1957-11-28,France,"437 Jody Motorway Apt. 345, North Jenniferberg, HI 98729",Registered,D89664110,TAX-287-36,Married,Pending,Masters,84075.59,
CIT_5288,Edward Rose,1987-06-22,India,"590 Munoz Dale Apt. 783, Lake Susanburgh, AZ 71258,",Registered,211841666,TAX-288-99,Single,None,Masters,146483.56,1952.0
CIT_5289,Ricardo Stevenson,2013-01-28,United States,"653 Vickie Path, North Andrewton, NY 16069,",Not Registered,UNKNOWN,UNKNOWN,Single,Yes,Bachelors,104156.02,
CIT_5290,Tammy Simmons,1999-10-21,India,"7411 Norman Crescent Suite 443, West Laurieville, IN 09660",Registered,712534273,TAX-290-27,Divorced,None,High School,59641.19,
CIT_5291,Catherine Gonzalez,1971-12-20,France,"USS Garrison, FPO AA 56080",Registered,263645326,TAX-291-79,Married,Yes,Doctorate,123414.55,
CIT_5292,Jamie Morris,1981-04-14,India,"15818 Santiago River, Lake Heidi, MD 96435",Registered,UNKNOWN,TAX-292-85,Single,Pending,Bachelors,102798.94,
CIT_5293,Brianna Powell,1956-06-11,France,"85687 Streetephanie Streetravenue Suite 101, Oliverhaven, SD 08118,",Registered,263468798,TAX-293-12,UNKNOWN,Yes,Bachelors,128609.51,1951.0
CIT_5294,Kristin Coleman,1975-01-01,India,"3017 Vaughn Cliffs Apt. 271, Chavezborough, MN 40387",Registered,879955592,TAX-294-56,Widowed,Yes,High School,135616.84,
CIT_5295,Patricia Wilson,1974-06-07,France,"9919 Hartman Way Suite 901, Bryantmouth, TX 30660",Registered,M15830138,TAX-295-22,Married,None,High School,88142.1,
CIT_5296,Kelly Lopez,1979-02-01,United States,"76204 Amy Spur, Port Patrick, GA 41341",Registered,X48071060,TAX-296-03,UNKNOWN,None,High School,68389.89,
CIT_5297,Brittany Sanchez,1976-10-11,France,"33740 Freeman Corner, Michaelchester, AZ 75486",Registered,N70092903,TAX-297-84,Single,Pending,Bachelors,142174.25,1975.0
CIT_5298,Andrew Armstrong,2005-10-13,France,"85517 Armstrong Stream Suite 279, Lake Anne, VT 71725",Registered,UNKNOWN,UNKNOWN,Married,Yes,PhD,103765.05,
CIT_5299,Brittney Fox,1986-07-22,France,"Unit 5470 Box 1621, DPO AA 98743,",Registered,945512770,TAX-299-22,Widowed,None,High School,26169.64,1985.0
CIT_5300,Holly Martin,1972-08-08,France,"8605 Walker Harbor, South Seanfort, ID 67024",Not Registered,V43369612,TAX-300-84,Married,Pending,Doctorate,138521.42,
CIT_5301,Philip Gill,1978-05-31,France,"128 Berg Brooks Apt. 101, Campbellview, UT 85605",Registered,Y80786186,TAX-301-29,Single,None,PhD,83380.92,1976.0
CIT_5302,Joshua Turner,1963-06-28,United States,"755 Spencer Orchard Apt. 390, Port Robert, HI 16284",Registered,UNKNOWN,TAX-302-14,Widowed,Yes,High School,82186.86,
CIT_5303,Christopher Moore,1972-01-07,India,"542 Matthew Harbor Suite 711, West Michael, DC 50530",Registered,V01687386,TAX-303-36,Married,None,Doctorate,81811.06,
CIT_5304,Misty Reed,1944-06-07,India,"2547 Saunders Villages Suite 744, East Tomside, WV 32949",Registered,M93751267,TAX-304-19,Married,None,High School,22819.69,
CIT_5305,Brittney Thomas,1991-04-07,France,"4401 Gibbs Place Suite 471, Lake Sarashire, WV 49014,",Registered,P86976175,TAX-305-24,Single,None,High School,32274.13,
CIT_5306,Patrick Williams,1949-10-02,France,"8167 Taylor Locks Suite 632, Rangelfort, PW 42514,",Not Registered,634311987,TAX-306-34,UNKNOWN,None,PhD,83765.6,
CIT_5307,Megan Perez,1986-05-03,United States,"Unit 8652 Box 2973, DPO AP 98417",Registered,UNKNOWN,TAX-307-25,Divorced,None,High School,89430.26,
CIT_5308,Melissa Ferrell,1999-01-24,India,"0392 Parker Lock Apt. 050, East Mariachester, NH 24686",Registered,L54032715,TAX-308-39,Divorced,None,PhD,33387.93,
CIT_5309,Jennifer Bradford,2004-08-01,France,"0079 Rodney Landing, Williamport, NV 07117",Registered,010220938,TAX-309-73,UNKNOWN,None,High School,33971.41,
CIT_5310,Elizabeth Johnson,1994-05-26,United States,"78202 Kathleen Spur Suite 976, Jacquelineton, PW 68296,",Registered,138096810,TAX-310-08,UNKNOWN,Yes,Doctorate,76016.41,
CIT_5311,Taylor Butler,1994-10-14,India,"46719 Daniel Junction, Obrienstad, AS 85763",Registered,530582025,TAX-311-81,Single,None,Masters,58850.6,
CIT_5312,Nicolas Reid,1957-04-06,France,"0833 Angela Course Suite 569, West Amyshire, IN 36187",Not Registered,399561766,TAX-312-77,Single,None,High School,-18269.0,
CIT_5313,Ray Guzman,1988-05-06,India,"USS Lee, FPO AE 53372,",Registered,E28351314,TAX-313-79,Divorced,None,Masters,25467.98,
CIT_5314,Ashley Jones,1994-07-04,France,"38811 Cruz Shoal Apt. 459, West Douglas, IN 19856",Not Registered,B50009759,UNKNOWN,Widowed,Yes,Bachelors,111675.59,1987.0
CIT_5315,Elizabeth Schmidt,1969-11-27,France,"64060 Thomas Radial Apt. 635, North Bruce, NE 06305,",Not Registered,UNKNOWN,TAX-315-09,Single,None,Doctorate,56284.01,
CIT_5316,Amanda Murphy,1951-02-20,India,"USCGC Elliott, FPO AP 35457,",Not Registered,H02884315,TAX-316-03,Widowed,Pending,Bachelors,121036.71,
CIT_5317,John Anderson,1961-10-10,United States,"1747 Liu Motorway, Julieburgh, NM 81616",Registered,928901237,UNKNOWN,Married,None,High School,31478.09,
CIT_5318,Derrick Luna,2010-01-08,United States,"14621 Hart Rue, Port Sandrahaven, OK 32250",Registered,UNKNOWN,TAX-318-00,Single,None,Masters,77057.94,
CIT_5319,Richard Freeman,1992-06-08,France,"89139 Hendricks Knolls Apt. 401, Rachelview, FM 24992",Not Registered,K15897914,TAX-319-32,Widowed,Pending,Masters,40613.92,
CIT_5320,Olivia Christensen,1953-08-23,India,"78760 Tom Estate, Hamiltonview, MN 42025,",Not Registered,J68723381,TAX-320-32,Single,Pending,Bachelors,48734.8,2014.0
CIT_5321,Joshua Brown,1956-10-13,France,"1942 Brittany Parks, Andreamouth, PW 77189",Not Registered,580024627,TAX-321-96,Married,None,Doctorate,91342.81,1947.0
CIT_5322,Sarah Walker,1945-05-17,United States,"054 Hansen Lodge, Tonyton, MT 56265",Registered,H38664503,TAX-322-89,UNKNOWN,None,High School,48012.15,
CIT_5323,Jill Harris,1991-04-14,India,"8061 Andrea Loaf Suite 274, Smithhaven, CA 95790",Registered,UNKNOWN,TAX-323-07,Divorced,None,Doctorate,41376.66,
CIT_5324,Jane Murray,1978-10-05,United States,"5432 Bobby Cliffs, Roseton, WA 38717,",Registered,584690264,UNKNOWN,Single,Yes,High School,49046.66,
CIT_5325,Morgan Roberts,1991-08-23,India,"54116 Brandy Radial, Portermouth, FM 32192,",Registered,V72173511,TAX-325-35,Divorced,None,Doctorate,44529.88,
CIT_5326,Catherine Hawkins,1957-01-23,India,"283 Becky Prairie Apt. 255, Port Steven, CO 43149",Not Registered,499285641,TAX-326-59,Single,Pending,PhD,105090.02,
CIT_5327,Barry Boyd,1949-04-01,France,"Unit 7959 Box 5315, DPO AP 20966,",Registered,J87818836,TAX-327-02,Divorced,None,Bachelors,88964.71,
CIT_5328,Erica Gallegos,2003-01-01,India,"1314 Amber Valleys Suite 070, Lake Christine, LA 79158",Registered,019788197,TAX-328-77,Widowed,Pending,Masters,108946.72,
CIT_5329,Caroline Barber,1988-09-17,France,"19354 Schaefer Crescent, East Mark, MI 99136,",Registered,I25250024,TAX-329-89,Widowed,None,PhD,115988.41,
CIT_5330,Cynthia Holland,1958-07-17,United States,"8777 Conner Expressway, Port Vincent, TN 12205",Registered,M21116878,TAX-330-83,Single,None,Doctorate,24940.85,
CIT_5331,Greg Brown,1978-06-05,France,"0949 Elizabeth Mountains, West Nicole, MD 75231",Registered,232742152,TAX-331-67,Single,None,Bachelors,79931.45,
CIT_5332,Erica Howard,1958-01-01,France,"3736 Stevens Ports, Willisville, WV 90171",Not Registered,UNKNOWN,TAX-332-38,UNKNOWN,Yes,Doctorate,44839.66,1998.0
CIT_5333,Dr. Caroline Proctor,1995-06-13,India,"64585 Clifford Summit Suite 527, West Davidstad, LA 01501,",Registered,880436820,TAX-333-55,UNKNOWN,Pending,High School,136066.79,1988.0
CIT_5334,Katherine Moore,1969-06-25,United States,"809 Watson Landing Apt. 681, Lake Maryville, MN 71594",Registered,A51567593,TAX-334-89,Single,None,Masters,-24059.0,
CIT_5335,Ashley Fowler,2000-06-13,France,"237 Andrew Hollow Suite 783, Garciaborough, PR 36035",Registered,A42664656,UNKNOWN,Single,None,Doctorate,33746.27,1958.0
CIT_5336,Dr. Robert Wilson Md,1984-02-05,India,"49579 Tucker Mountains, East Mark, MA 36216",Registered,288237649,TAX-336-99,Widowed,Pending,Masters,56261.66,1961.0
CIT_5337,Manuel James,1969-01-08,United States,"8846 Mary Fork Suite 687, Jonesbury, VT 83177,",Registered,X80835185,TAX-337-36,Single,Pending,Bachelors,112227.75,
CIT_5338,Mary Miller,1976-12-05,France,"1405 Jesse Well Apt. 084, West Jillton, AR 66497,",Registered,180208504,TAX-338-87,Single,None,PhD,90558.63,
CIT_5339,Veronica Dawson,1988-09-12,United States,"87543 Aaron Island Suite 454, Jenniferville, TX 46558",Not Registered,UNKNOWN,TAX-339-88,Married,Yes,Doctorate,125025.75,
CIT_5340,Jennifer Glass,1946-09-03,United States,"89466 Brandi Extensions Suite 500, Port Jordan, SC 38382",Registered,Y09475230,TAX-340-28,Married,None,High School,28157.07,
CIT_5341,Mark Hill,1951-01-14,United States,"9520 Todd Throughway, East Virginia, AR 70144,",Not Registered,Z27604824,TAX-341-31,Divorced,None,Bachelors,147210.95,
CIT_5342,Sarah Conner,1963-01-01,United States,"8201 Williams Mill, New Annastad, AS 82664",Registered,524325038,TAX-342-35,Single,None,High School,96954.15,
CIT_5343,William Davis,2024-05-23,India,"036 Wilson Road, Garciamouth, MP 38034,",Registered,884223076,UNKNOWN,Divorced,Yes,PhD,54604.88,
CIT_5344,Cheyenne Salinas,1989-10-03,United States,"USNS Johnson, FPO AA 93103,",Not Registered,R95980606,TAX-344-66,UNKNOWN,Pending,Bachelors,45471.25,
CIT_5345,Shannon Sosa,2006-03-24,United States,"428 West Run Apt. 599, Tiffanybury, MO 60530",Not Registered,905888781,TAX-345-65,UNKNOWN,Pending,Masters,31286.57,
CIT_5346,Jamie Davis,1999-05-11,France,"786 Mccarthy Viaduct Apt. 119, Danielsville, LA 61382,",Registered,818581502,TAX-346-32,Divorced,None,Bachelors,40127.26,
CIT_5347,William Waters,1947-03-31,United States,"37845 Thomas Plain Apt. 779, Stonebury, NV 62566",Registered,UNKNOWN,TAX-347-59,Single,None,PhD,85497.86,
CIT_5348,Tina Gilbert,1944-08-22,India,"USNV Jensen, FPO AA 64075",Registered,483280268,TAX-348-94,Divorced,None,Masters,53976.29,1935.0
CIT_5349,David Knox,1999-07-20,India,"USNS Edwards, FPO AP 16723",Registered,184828891,TAX-349-59,Single,Yes,Masters,21915.43,1995.0
CIT_5350,Michael Mendez,1984-01-01,United States,"USNV Allison, FPO AP 35945",Registered,O34684985,TAX-350-79,UNKNOWN,None,High School,50530.81,
CIT_5351,Jennifer Combs,1937-09-01,France,"749 Brady Wall Apt. 537, Port Haleyberg, WA 77858",Registered,D95983744,TAX-351-59,Single,Yes,PhD,47062.81,1971.0
CIT_5352,Ashley Jenkins,2000-08-01,India,"Unit 1329 Box 9100, DPO AP 70822,",Not Registered,UNKNOWN,TAX-352-28,Single,Yes,Masters,122819.19,
CIT_5353,Juan Ellis,1998-04-23,India,"Unit 2911 Box 0483, DPO AE 65478",Registered,423759345,TAX-353-46,Married,None,Masters,18862.04,1950.0
CIT_5354,Sara Mckinney,1981-11-18,India,"45212 Yolanda Plains Apt. 616, Lake Paulaport, IL 02889",Not Registered,964652894,TAX-354-22,Single,None,PhD,107683.65,1979.0
CIT_5355,Rodney Brown,1990-10-20,France,"922 Mathis Park Suite 560, North Jeffreyfurt, ID 84491",Registered,556296398,TAX-355-27,UNKNOWN,Yes,High School,45405.5,
CIT_5356,Thomas Horn,1968-06-27,United States,"USCGC French, FPO AP 47991",Registered,X31417429,TAX-356-43,UNKNOWN,None,High School,36505.12,
CIT_5357,Katherine Clark,1936-08-05,United States,"Unit 2657 Box 5750, DPO AE 08652",Not Registered,399641149,TAX-357-39,Married,Pending,Bachelors,148512.9,
CIT_5358,Robert Griffin,1985-01-08,India,"071 Galvan Mount Apt. 937, East Dustinstad, GU 73409,",Registered,452872363,TAX-358-58,Married,Yes,Doctorate,36882.66,
CIT_5359,Joseph Tapia,1945-03-22,India,"02078 Miguel Shoals, South Michelle, MN 14072",Registered,951804556,TAX-359-23,Divorced,Yes,High School,12264.08,
CIT_5360,Daniel Mcconnell,1937-01-01,France,"7960 Conner Center, Jodimouth, NJ 87685",Registered,363314896,TAX-360-08,Divorced,None,PhD,95893.6,
CIT_5361,Paul Shields,1950-09-11,France,"77335 Joy Rapid, Ryanton, SD 36395,",Not Registered,R47924842,TAX-361-69,Single,None,Doctorate,22600.17,1957.0
CIT_5362,Isaac Owens,1986-03-10,United States,"7200 Mckenzie Alley Apt. 500, Kathyton, MH 74466",Not Registered,449571340,TAX-362-20,Divorced,Yes,High School,99119.36,
CIT_5363,Melissa Myers,2001-03-25,France,"7330 Medina Common Suite 729, Tylerfurt, AS 14775",Registered,T60423382,TAX-363-44,Divorced,None,PhD,60591.11,
CIT_5364,Eric Jones,1987-03-09,France,"PSC 6403, Box 7496, APO AE 32106",Registered,UNKNOWN,TAX-364-19,Married,None,Bachelors,19871.44,
CIT_5365,Amy Gonzales,1996-08-30,India,"29394 Hoffman Valleys, West Thomasbury, ME 73905",Not Registered,UNKNOWN,TAX-365-09,Single,None,Masters,16772.21,
CIT_5366,Jack Garcia,1997-10-16,India,"44932 Stephen Field Suite 312, Brandonland, WV 99701",Not Registered,321499257,UNKNOWN,Single,Yes,PhD,19218.24,
CIT_5367,Scott Whitaker,1963-12-23,France,"742 Hernandez Knolls, East Brianmouth, ID 56103",Registered,F31885656,TAX-367-89,Single,None,High School,53385.56,1961.0
CIT_5368,Renee Johnson,1991-01-01,France,"030 Coffey Lock Suite 288, East Angelica, UT 70221",Registered,X07664824,TAX-368-20,UNKNOWN,Pending,PhD,131334.45,1988.0
CIT_5369,Christopher Smith,1989-01-04,United States,"8072 Sheri Freeway Apt. 078, South Cassandraburgh, HI 88690,",Registered,S90597864,TAX-369-04,Divorced,None,High School,15995.48,
CIT_5370,David Ware,1990-09-16,France,"9929 Jones Gateway Apt. 301, Potterville, AZ 74601",Registered,UNKNOWN,TAX-370-09,UNKNOWN,None,Masters,26563.24,
CIT_5371,Christine Richardson,1942-07-16,United States,"566 Jessica Mall, South Jonathanchester, ID 31895",Registered,UNKNOWN,TAX-371-51,Widowed,None,High School,135463.33,
CIT_5372,Jennifer Garcia Dds,1952-01-17,France,"29263 Reilly Roads Suite 795, North Streetephaniefurt, ME 70888,",Not Registered,UNKNOWN,TAX-372-60,Single,None,Bachelors,76370.75,
CIT_5373,Brittany Wilson,1999-05-17,United States,"547 Alvarado Mission Suite 266, North Ericamouth, PW 55307",Not Registered,UNKNOWN,TAX-373-33,Divorced,Pending,Bachelors,141046.96,
CIT_5374,Courtney Lindsey,1996-12-28,France,"4141 Thornton Fall Apt. 792, Jarvisville, OH 79210",Registered,S97840542,UNKNOWN,Single,Pending,Doctorate,57574.43,
CIT_5375,Grace Jones,1969-05-08,India,"0236 Hernandez Keys Apt. 963, Ambermouth, SC 71255",Registered,274346447,TAX-375-82,Single,None,High School,94931.63,
CIT_5376,Jordan Wilson,1974-01-24,France,"013 Spencer Extension, Bonniefort, UT 16338,",Not Registered,083732698,TAX-376-41,Widowed,Yes,Doctorate,18820.44,2015.0
CIT_5377,Wendy Clarke,1974-02-02,India,"4639 Streetephens Crest, Kellybury, IA 61931,",Registered,483937159,TAX-377-59,Single,Pending,Bachelors,98171.78,
CIT_5378,Lisa Wood,1989-01-30,United States,"623 Cook Streetreet, East Derrick, UT 46072,",Registered,284389156,TAX-378-45,Single,None,Bachelors,100795.18,
CIT_5379,Kelly Lutz,1989-11-30,France,"562 Khan Lights Suite 403, East Christophertown, AK 68971",Registered,UNKNOWN,TAX-379-56,Divorced,Pending,High School,18208.93,
CIT_5380,Carol Edwards,1982-03-06,India,"2699 Michelle Ports, West Alexis, MO 20884,",Not Registered,164301681,TAX-380-75,Married,None,Masters,97525.4,1979.0
CIT_5381,Richard Diaz,1973-03-10,India,"477 Tucker Neck Apt. 617, North Jake, FL 78664,",Registered,058468632,TAX-381-77,Divorced,None,PhD,85571.07,
CIT_5382,Rachel Davis,1943-04-02,India,"607 Morgan Plaza, Hammondtown, RI 66305",Not Registered,176708811,TAX-382-12,Married,Pending,High School,58203.38,
CIT_5383,Kayla Thompson,1970-05-20,United States,"351 Amanda Flat Suite 686, South Jenna, MN 45749",Registered,682817758,TAX-383-04,Widowed,Pending,Bachelors,60185.43,
CIT_5384,Paul Fuller,1978-01-01,United States,"223 Fisher Rapid, West Katelyn, OH 42168",Not Registered,242617657,TAX-384-83,Widowed,Pending,Masters,107604.19,
CIT_5385,Kyle Clark,1991-02-18,India,"PSC 4101, Box 3414, APO AE 51296",Registered,059803850,TAX-385-54,Divorced,None,High School,54621.14,2008.0
CIT_5386,Matthew Santos,1993-12-15,India,"4416 Karen Extension Suite 768, New Tinaberg, MS 42393",Not Registered,424111004,TAX-386-23,Widowed,None,Doctorate,78073.6,
CIT_5387,Laura Henson,1939-07-24,India,"1105 Christopher Road, North Emily, DC 38674",Registered,089998005,TAX-387-73,Divorced,None,Masters,143658.89,
CIT_5388,Brittany Cabrera,1959-08-25,India,"USCGC Patel, FPO AP 13862",Not Registered,N39670679,TAX-388-87,Married,Yes,High School,97315.3,1964.0
CIT_5389,Joe Lloyd,1989-06-10,France,"1404 Melinda Isle Apt. 194, East Collin, CA 17496",Not Registered,UNKNOWN,TAX-389-37,Divorced,None,Bachelors,13062.68,
CIT_5390,John Chambers,1970-05-21,India,"4059 Green Way, Jonathonchester, PR 89255,",Registered,810594723,TAX-390-51,Married,None,Masters,-6530.0,1959.0
CIT_5391,Rachel Yang,1950-12-01,India,"865 Adams Road Suite 722, Lake Patricia, WA 18385",Not Registered,F81160695,TAX-391-74,UNKNOWN,Pending,Bachelors,40027.57,
CIT_5392,Robert Hopkins Dds,1967-01-01,United States,"01012 Valerie Ranch Suite 477, Craighaven, SC 09539",Registered,239287840,TAX-392-47,UNKNOWN,None,Doctorate,50546.68,
CIT_5393,Brady Smith,2003-07-18,France,"15352 Joseph Valley, Donnamouth, NC 03214,",Registered,P26510298,TAX-393-20,Single,None,Doctorate,40843.86,1962.0
CIT_5394,Jordan David,2002-07-12,United States,"787 Cory Pass, New Leonardville, FM 74972",Not Registered,UNKNOWN,TAX-394-48,Single,Pending,Bachelors,124278.59,
CIT_5395,Kelly Smith,1961-12-24,United States,"379 Bailey Club Apt. 609, South Jennifer, FM 55319,",Registered,815881752,TAX-395-49,Widowed,None,High School,92076.34,
CIT_5396,Mary Holmes,1950-02-12,United States,"309 Timothy Spur Suite 047, East Anthonyhaven, FL 88873",Not Registered,063004175,TAX-396-61,Widowed,Yes,High School,84032.78,
CIT_5397,Gary Williams,1970-01-01,United States,"Unit 0809 Box 5669, DPO AP 49225",Registered,048213459,TAX-397-31,Single,Yes,Bachelors,96481.82,
CIT_5398,Jermaine Walters,1960-11-19,United States,"2550 Patrick Center Suite 874, East Jon, IA 70778,",Registered,N92840566,TAX-398-60,Married,None,Bachelors,57910.5,
CIT_5399,Brian Melton,1956-07-19,France,"Unit 9372 Box 1394, DPO AP 52222",Registered,UNKNOWN,TAX-399-89,Single,None,PhD,98629.46,1955.0
CIT_5400,Kevin Torres,1992-09-10,India,"0006 John Passage, Erikaburgh, CO 07643,",Registered,I00398662,TAX-400-85,Divorced,None,High School,139170.04,1954.0
CIT_5401,Benjamin Walker,1971-03-08,France,"3363 William Lock, West Ericside, ME 26188",Registered,419184864,TAX-401-32,Single,Yes,Bachelors,48641.0,2014.0
CIT_5402,Stephanie Shaw,1941-01-02,India,"171 Smith Well, East Justin, AK 17169",Not Registered,P29375011,TAX-402-99,Single,None,Bachelors,34469.63,
CIT_045,Karen Doyle,1962-09-26,France,"3189 Streetanley Creek Apt. 593, South Kari, AR 43847,",Not Registered,UNKNOWN,TAX-403-11,Single,None,Doctorate,41748.18,1958.0
CIT_5404,Laura Archer,1990-09-23,India,"8872 Brian Point Suite 403, Hernandezton, OR 08114,",Registered,UNKNOWN,TAX-404-30,Married,None,PhD,134657.97,
CIT_5405,Tonya Neal,1935-01-01,India,"Unit 0060 Box 3264, DPO AE 53014",Not Registered,O78132424,TAX-405-02,Divorced,None,Bachelors,69157.03,1972.0
CIT_5406,Joel Barnes,2003-09-03,France,"91328 Butler Islands Suite 641, South Veronicastad, CO 32393",Not Registered,238912989,TAX-406-83,Single,None,PhD,145617.86,
CIT_5407,Joseph Wells,1945-04-03,United States,"81126 Miranda Drive Suite 404, North Ericview, LA 72793",Registered,UNKNOWN,TAX-407-49,Divorced,None,Doctorate,38881.3,
CIT_5408,John Padilla,1979-12-17,India,"932 Johnson Course, West Kevin, TX 18650",Not Registered,529363985,TAX-408-70,Widowed,None,High School,39815.38,
CIT_5409,Daniel Sullivan,1948-04-22,United States,"260 Klein Centers, Jenniferburgh, AK 27387",Registered,062979528,TAX-409-43,Single,Yes,Masters,19928.35,
CIT_5410,Joseph White,1977-10-23,India,"USCGC Martinez, FPO AP 97487",Not Registered,532635671,TAX-410-89,Married,None,High School,133447.2,1977.0
CIT_5411,Daniel Hall,1990-08-22,United States,"9311 Stevens Junction, New Jasonbury, NE 15476",Registered,409277977,TAX-411-88,Widowed,Yes,High School,43301.08,
CIT_5412,Linda Frank,1949-10-26,United States,"616 Smith Flat Suite 303, West Albertland, CA 47200",Registered,O91577472,TAX-412-42,UNKNOWN,None,PhD,96737.86,
CIT_5413,Veronica May,2003-05-27,France,"79177 Jake Lane, North Juliemouth, DC 45269,",Registered,UNKNOWN,TAX-413-02,Married,Yes,High School,96993.64,1996.0
CIT_5414,Tracy Moreno,1987-08-27,France,"PSC 0639, Box 1048, APO AA 08036",Not Registered,704679574,TAX-414-71,Widowed,Yes,High School,24279.97,1998.0
CIT_5415,Leroy Osborn,1934-04-30,India,"15623 Dana Parkway Apt. 508, West Johnton, MS 62516",Registered,UNKNOWN,TAX-415-93,Married,None,Doctorate,88154.36,1929.0
CIT_5416,Eric Ware,1987-12-26,France,"0634 David Place Apt. 253, Johnshire, GA 84229,",Registered,R79172805,TAX-416-68,Married,None,High School,46517.59,
CIT_5417,Laura Murphy,1950-08-23,India,"56410 Donald Gateway, Sherriport, GA 92005,",Not Registered,Z33460150,TAX-417-94,Single,None,Masters,32380.58,
CIT_005,Stephen Freeman,2004-01-18,France,"32279 Johnson Alley, Jonesberg, IA 65073",Not Registered,N81675360,TAX-418-72,Single,None,Doctorate,118043.95,
CIT_5419,William Huber,1995-04-01,France,"443 Sara Junction, Derekport, IL 25273",Registered,835380343,TAX-419-43,UNKNOWN,Pending,PhD,29608.76,
CIT_5420,Jonathan Mcdonald,1957-08-07,United States,"70380 Aaron Road Apt. 677, Steventown, AS 83757",Registered,C55288407,UNKNOWN,Divorced,None,High School,133497.49,
CIT_5421,Debra Nelson,2001-05-22,France,"3631 Davis Shoals, Lake Kevinport, KS 36993",Registered,635192172,TAX-421-10,UNKNOWN,Yes,Doctorate,61871.24,
CIT_5422,Jennifer Mercer,1971-12-26,India,"9135 Alicia Dam Apt. 157, Lawsonhaven, MP 76733",Not Registered,587247867,TAX-422-40,Single,None,High School,99124.81,
CIT_5423,Jill Moore,1939-11-13,France,"56482 Long Corner, North Jamesmouth, FM 80452",Not Registered,UNKNOWN,UNKNOWN,UNKNOWN,None,Masters,60516.15,1933.0
CIT_5424,Brandon Lee,2005-07-29,France,"0115 Amber Pine Suite 703, South Amber, MN 21701",Not Registered,T61834570,TAX-424-78,Widowed,Yes,PhD,111551.0,
CIT_5425,Jon Owens,1974-03-15,United States,"Unit 2798 Box 2830, DPO AE 19719",Registered,T77181934,TAX-425-32,Widowed,None,High School,30566.84,
CIT_5426,Jessica Watson,2018-11-01,India,"PSC 2374, Box 8991, APO AP 69280",Not Registered,Y46080902,UNKNOWN,Single,Pending,PhD,142294.93,
CIT_5427,Lisa Montoya,1944-01-11,United States,"52862 Patricia Vista, Lake Maryport, VT 51064",Not Registered,I83773367,TAX-427-42,Single,Yes,High School,93701.24,
CIT_5428,Ariel Terrell,1981-02-27,France,"1889 Nicole Ways Apt. 337, Meyerview, MA 16346,",Registered,814085932,TAX-428-12,Single,None,High School,144297.37,
CIT_5429,Tina Acosta,1962-02-12,United States,"463 Mccoy Passage Suite 691, Shirleyland, ID 06086",Not Registered,578408425,TAX-429-51,Widowed,Yes,High School,20249.13,
CIT_5430,Chad Rodriguez,1951-03-03,India,"1477 Hernandez Springs Suite 425, Port Mark, WI 49093",Not Registered,U17376876,TAX-430-30,Divorced,Pending,Bachelors,31813.98,
CIT_5431,Chelsea Davis,1962-06-08,United States,"9607 Omar Knoll, Lisastad, MI 56493,",Registered,A00301026,TAX-431-49,Widowed,None,High School,141105.33,
CIT_097,Timothy Robertson,1940-12-07,United States,"Unit 3508 Box 5288, DPO AP 84777,",Registered,Z25448953,UNKNOWN,Single,Yes,Masters,78069.18,
CIT_5433,Jaime Ball,1989-11-01,France,"26175 Miller Falls, West Kaitlynton, AR 93299",Not Registered,UNKNOWN,TAX-433-11,Divorced,None,Bachelors,110776.62,
CIT_041,Ann Baker,1988-05-22,India,"1266 Gonzalez Harbors, Juliaberg, SC 18142,",Not Registered,N57546094,UNKNOWN,Married,None,High School,111953.09,
CIT_5435,Paula Henderson,1975-07-05,France,"24811 Jamie Parks, Halemouth, AR 49361",Registered,456475475,TAX-435-95,Single,None,Bachelors,129084.08,1966.0
CIT_5436,Michael Hernandez,1961-02-22,United States,"4478 Rodriguez Mill, Port Amandaburgh, CO 05989,",Registered,H99251919,TAX-436-13,Single,Pending,Bachelors,138063.12,
CIT_5437,Christopher Campbell,1974-07-31,France,"93808 Kemp Crossing, Matthewville, OK 28873,",Registered,T26574231,TAX-437-86,Single,None,High School,145870.97,
CIT_5438,Angel Allen,1989-09-06,India,"0078 Hudson Cliffs, Jonesfort, WY 56994",Registered,K63154535,TAX-438-28,Divorced,Pending,PhD,132830.78,
CIT_020,Robert Johnson,1990-03-24,India,"15265 Wendy Park Apt. 544, Masseymouth, TX 08297",Registered,UNKNOWN,TAX-439-58,Single,None,Doctorate,103837.91,
CIT_5440,Russell Weaver,1982-05-18,India,"261 Beth Fields, Riverabury, ME 80547",Registered,UNKNOWN,TAX-440-17,Married,Pending,PhD,133224.98,1977.0
